gene_hgnc_symbol	chromosome_name	start_position	end_position
ATG14	14	55833110	55878576
ATG16L1	2	234118697	234204320
ATG16L2	11	72525353	72554719
ATG2A	11	64662007	64684722
ATG2B	14	96747595	96830207
ATG3	3	112251356	112280893
ATG4B	2	242576628	242613272
ATG4C	1	63249806	63331184
ATG4D	19	10654571	10664094
ATG5	6	106632351	106773666
ATG7	3	11313995	11599139
ATG9A	2	220074494	220094439
ATG9B	7	150709297	150721586
ATHL1	11	289135	296107
ATIC	2	216176540	216214487
ATL1	14	50999227	51099786
ATL2	2	38522022	38604427
ATL3	11	63391559	63439393
ATM	11	108093211	108239829
ATMIN	16	81069452	81080963
ATN1	12	7033626	7051484
ATOH8	2	85978467	86015189
ATOX1	5	151121877	151152093
ATP10A	15	25922420	26110317
ATP10B	5	159990127	160279221
ATP10D	4	47487305	47595503
ATP11A	13	113344643	113541482
ATP11B	3	182511288	182639423
ATP13A1	19	19756007	19774502
ATP13A2	1	17312453	17338423
ATP13A3	3	194123401	194219093
ATP13A4	3	193119866	193310900
ATP1A1	1	116915290	116952883
ATP1A3	19	42470734	42501649
ATP1B1	1	169074935	169101960
ATP1B2	17	7549945	7561086
ATP1B3	3	141594966	141645356
ATP2A1	16	28889726	28915830
ATP2A2	12	110718561	110788898
ATP2A3	17	3827169	3867736
ATP2B1	12	89981828	90103077
ATP2B4	1	203595689	203713209
ATP2C1	3	130569439	130735556
ATP2C2	16	84402133	84497793
ATP5A1	18	43664110	43684300
ATP5B	12	57031959	57039798
ATP5C1	10	7830092	7849778
ATP5D	19	1241749	1244824
ATP5E	20	57600522	57607437
ATP5F1	1	111991486	112005395
ATP5G1	17	46970127	46973233
ATP5G2	12	54026510	54071192
ATP5G3	2	176040986	176049335
ATP5H	17	73034958	73043080
ATP5I	4	666225	668127
ATP5J	21	27088815	27107984
ATP5J2	7	99046098	99063954
ATP5L	11	118271869	118302211
ATP5L2	22	43035809	43036607
ATP5O	21	35275757	35288284
ATP5S	14	50779044	50802276
ATP5SL	19	41937223	41946622
ATP6AP1L	5	81575281	81682796
ATP6V0A1	17	40610862	40674629
ATP6V0A2	12	124196865	124246302
ATP6V0B	1	44440159	44443967
ATP6V0C	16	2563871	2570219
ATP6V0D1	16	67471917	67515140
ATP6V0D2	8	86999552	87166457
ATP6V0E1	5	172410760	172462448
ATP6V0E2	7	149570057	149577784
ATP6V1A	3	113465866	113530903
ATP6V1B2	8	20054878	20084330
ATP6V1C1	8	104033291	104085279
ATP6V1C2	2	10861775	10925236
ATP6V1D	14	67761088	67826982
ATP6V1E1	22	18074902	18111584
ATP6V1E2	2	46717889	46769696
ATP6V1F	7	128502880	128505898
ATP6V1G1	9	117350026	117360653
ATP6V1G2	6	31512239	31516204
ATP6V1H	8	54628117	54756118
ATP7B	13	52506809	52585630
ATP8A1	4	42410390	42659122
ATP8A2	13	25946209	26599989
ATP8B1	18	55313658	55470333
ATP8B2	1	154298029	154323783
ATP8B3	19	1782074	1812275
ATP8B4	15	50150435	50475014
ATP9A	20	50213053	50385173
ATP9B	18	76829285	77138283
ATPAF1	1	47098409	47139539
ATPAF2	17	17880723	17942523
ATPIF1	1	28562620	28573417
ATR	3	142168077	142297668
ATRAID	2	27434895	27440046
ATRIP	3	48488114	48507115
ATRN	20	3451687	3631769
ATXN1	6	16299343	16761722
ATXN10	22	46067678	46241187
ATXN1L	16	71879894	71919171
ATXN2	12	111890018	112037480
ATXN2L	16	28834356	28848558
ATXN3	14	92524896	92572965
ATXN7	3	63850233	63989138
ATXN7L1	7	105245514	105517050
ATXN7L2	1	110026101	110035426
ATXN7L3	17	42269173	42277481
ATXN7L3B	12	74931551	74935223
AUH	9	93976097	94124195
AUNIP	1	26158414	26185903
AUP1	2	74753772	74757066
AURKA	20	54944445	54967393
AURKAIP1	1	1309110	1310875
AURKC	19	57742377	57746916
AUTS2	7	69063905	70258054
AVEN	15	34158428	34331377
AVIL	12	58191159	58212487
AVL9	7	32535038	33078516
AVPI1	10	99437181	99447080
AXDND1	1	179334855	179523870
AXIN1	16	337440	402673
AXIN2	17	63524681	63557765
AXL	19	41725108	41767671
AZI2	3	28356494	28390618
AZIN1	8	103838585	103906092
AZIN2	1	33546705	33586131
AZU1	19	825097	832017
B2M	15	45003675	45011075
B3GALNT1	3	160801671	160823172
B3GALNT2	1	235613238	235667781
B3GALT2	1	193148175	193155784
B3GALT4	6	33244917	33252609
B3GALT6	1	1167629	1170421
B3GAT1	11	134248398	134281812
B3GAT2	6	71566382	71666741
B3GAT3	11	62382768	62389647
B3GLCT	13	31774073	31906413
B3GNT2	2	62423248	62451866
B3GNT4	12	122688090	122693499
B3GNT5	3	182971032	183016292
B3GNT7	2	232260254	232265875
B3GNT8	19	41931264	41934635
B3GNT9	16	67182008	67185117
B3GNTL1	17	80900031	81009686
B4GALNT1	12	58017193	58027138
B4GALNT3	12	569530	672675
B4GALT1	9	33104080	33167354
B4GALT2	1	44444615	44456840
B4GALT3	1	161141100	161147287
B4GALT4	3	118930579	118959950
B4GALT5	20	48249482	48330415
B4GALT6	18	29202210	29265799
B4GALT7	5	177027101	177037348
B4GAT1	11	66112843	66115163
B9D1	17	19240867	19281495
B9D2	19	41860326	41870078
BAALC	8	104152938	104242533
BABAM1	19	17378159	17392058
BACE1	11	117156402	117186975
BACE2	21	42539728	42654445
BACH1	21	30566392	31003071
BACH2	6	90636248	91006627
BAD	11	64037302	64052176
BAG1	9	33247818	33264761
BAG2	6	57037124	57054631
BAG3	10	121410882	121437331
BAG4	8	38034051	38070819
BAG5	14	104022881	104029168
BAG6	6	31606805	31620482
BAHCC1	HG271_PATCH	79369275	79440126
BAHD1	15	40731920	40760441
BAIAP2	17	79008948	79091232
BAIAP2L1	7	97920963	98030380
BAIAP3	16	1383602	1399439
BAK1	6	33540329	33548019
BAMBI	10	28966271	28971868
BANF1	11	65769550	65771620
BANK1	4	102332443	102995969
BANP	16	87982850	88110924
BAP1	3	52435029	52444366
BARD1	2	215590370	215674428
BASP1	5	17065707	17276943
BATF	14	75988768	76013358
BATF2	11	64755415	64764517
BATF3	1	212859760	212873327
BAX	19	49458072	49465055
BAZ1A	14	35221937	35344853
BAZ1B	7	72854728	72936608
BAZ2A	12	56989380	57030600
BAZ2B	2	160175490	160473203
BBC3	19	47724081	47736023
BBIP1	10	112658488	112679032
BBOF1	14	74486056	74549566
BBS1	11	66278077	66301098
BBS10	12	76738254	76742222
BBS12	4	123653857	123666098
BBS2	16	56500748	56554195
BBS4	15	72978527	73030817
BBS5	2	170335688	170382432
BBS7	4	122745595	122791652
BBS9	7	33168856	33645680
BBX	3	107241783	107530171
BCAP29	7	107220422	107269615
BCAR1	16	75262928	75301951
BCAR3	1	94027347	94312706
BCAS1	20	52553316	52687304
BCAS2	1	115110178	115124260
BCAS3	17	58754814	59470199
BCAS4	20	49411431	49493714
BCAT1	12	24964295	25102393
BCAT2	19	49298319	49314286
BCCIP	10	127512115	127542264
BCDIN3D	12	50231573	50236912
BCKDHA	19	41884215	41930910
BCKDHB	6	80816364	81055987
BCKDK	16	31117428	31124110
BCL10	1	85731931	85742773
BCL11A	2	60678302	60780702
BCL11B	14	99635624	99737861
BCL2	18	60790579	60987361
BCL2A1	15	80253231	80263788
BCL2L1	20	30252255	30311792
BCL2L11	2	111876955	111926024
BCL2L12	19	50168823	50177173
BCL2L13	22	18111621	18213388
BCL2L14	12	12202778	12364018
BCL2L15	1	114420790	114430169
BCL2L2	14	23767999	23780968
BCL3	19	45250962	45263301
BCL6	3	187439165	187463515
BCL6B	17	6926339	6933609
BCL7A	12	122457328	122499948
BCL7B	7	72950686	72972332
BCL7C	16	30844947	30906281
BCL9	1	147013182	147098017
BCL9L	11	118764584	118796317
BCLAF1	6	136578001	136610989
BCO2	11	112046190	112095422
BCR	22	23521891	23660224
BCS1L	2	219523487	219528166
BDH1	3	197236654	197300194
BDH2	4	104000592	104021040
BDP1	5	70751442	70863649
BEAN1	16	66461200	66527432
BECN1	17	40962152	40985367
BEGAIN	14	101003486	101053750
BEND3	6	107386386	107436473
BEND4	4	42112955	42154895
BEND5	1	49193195	49242641
BEND7	10	13480484	13570974
BEST1	11	61717293	61732987
BET1	7	93592074	93633694
BET1L	11	167784	207428
BFAR	16	14726672	14763093
BFSP1	20	17474550	17549865
BHLHA15	7	97840739	97842291
BHLHE40	3	5020801	5027008
BHLHE41	12	26272959	26278060
BICD1	12	32259769	32536567
BICD2	9	95473645	95527094
BID	22	18216906	18257536
BIK	22	43506754	43525718
BIN1	2	127805603	127864931
BIN2	12	51674822	51718452
BIN3	8	22477931	22526661
BIRC2	11	102217942	102249401
BIRC3	11	102188215	102210134
BIRC5	17	76210267	76221717
BIRC6	2	32582096	32843966
BIVM	13	103451399	103493885
BLCAP	20	36120874	36156333
BLK	8	11351510	11422113
BLM	15	91260558	91358859
BLMH	17	28575218	28619074
BLNK	10	97951458	98031344
BLOC1S1	12	56109820	56113871
BLOC1S2	10	102033713	102046469
BLOC1S3	19	45682003	45685059
BLOC1S4	4	6717842	6719387
BLOC1S5	6	8013800	8064647
BLOC1S6	15	45879321	45908197
BLVRA	7	43798279	43846939
BLVRB	19	40953696	40971747
BLZF1	1	169337208	169365778
BMF	15	40380091	40401093
BMI1	10	22610140	22620413
BMP1	8	22022249	22069839
BMP2	20	6748311	6760927
BMP2K	4	79697496	79837526
BMP6	6	7727030	7881655
BMP8B	1	40222854	40254533
BMPR1A	10	88516407	88692595
BMPR2	2	203241659	203432474
BMS1	10	43278249	43330385
BNC2	9	16409501	16870841
BNIP1	5	172571445	172591390
BNIP2	15	59951345	59981733
BNIP3	10	133781578	133795435
BNIP3L	8	26240414	26363152
BNIPL	1	151009046	151020076
BOD1	5	173034517	173043663
BOD1L1	4	13570362	13629347
BOK	2	242498136	242513546
BOLA1	1	149859440	149872351
BOLA2	16	29464914	29466285
BOLA2B	16	30204255	30205627
BOLA3	2	74362525	74375121
BOP1	HG243_PATCH	145317005	145346273
BORA	13	73302061	73330336
BORCS5	12	12510013	12619840
BORCS6	17	8091652	8093564
BORCS7	10	104613980	104624718
BORCS8	19	19287712	19303400
BPGM	7	134331560	134364565
BPHL	6	3118608	3153812
BPNT1	1	220230824	220263804
BPTF	17	65821640	65980494
BRAF	7	140419127	140624564
BRAP	12	112079950	112123790
BRAT1	7	2577511	2595361
BRCA1	17	41196312	41277500
BRCA2	13	32889611	32973805
BRD1	22	50166931	50221160
BRD2	6	32936437	32949282
BRD3	9	136895427	136933657
BRD4	19	15347647	15443356
BRD7	16	50347398	50402845
BRD8	5	137475455	137514675
BRD9	5	850406	892939
BRE	2	28112808	28561768
BRF1	14	105675623	105781926
BRF2	8	37700786	37707422
BRI3	7	97881691	97937162
BRI3BP	12	125478246	125515777
BRICD5	16	2259254	2261951
BRIP1	17	59758627	59940882
BRIX1	5	34915481	34926101
BRK1	3	10157276	10168874
BRMS1	11	66104804	66112596
BRMS1L	14	36295524	36401531
BROX	1	222885895	222908538
BRPF1	3	9773413	9789702
BRPF3	6	36164521	36200567
BRSK1	19	55793440	55823901
BRSK2	11	1411129	1483919
BRWD1	21	40556102	40693485
BSCL2	11	62457747	62477317
BSDC1	1	32830704	32860332
BSG	19	571297	583493
BSN	3	49591922	49708978
BSPRY	9	116111821	116133513
BST1	4	15704573	15739936
BST2	19	17513748	17516457
BTAF1	10	93683526	93790082
BTBD1	15	83685174	83736106
BTBD10	11	13409548	13484844
BTBD11	12	107712190	108053419
BTBD18	11	57510986	57519253
BTBD19	1	45274154	45281257
BTBD2	19	1985447	2034880
BTBD3	20	11871371	11907257
BTBD6	14	105714827	105717430
BTBD7	14	93703896	93799438
BTBD8	1	92545862	92613393
BTBD9	6	38136227	38607924
BTD	3	15642848	15687329
BTF3	5	72794233	72801460
BTF3L4	1	52521797	52556388
BTG1	12	92536286	92539673
BTG2	1	203274619	203278730
BTG3	21	18965971	18985265
BTLA	3	112182815	112218408
BTN1A1	6	26501449	26510650
BTN2A1	6	26458150	26476849
BTN2A2	6	26383324	26395102
BTN3A1	6	26402465	26415444
BTN3A2	6	26365387	26378546
BTN3A3	6	26440700	26453643
BTNL9	5	180467225	180488523
BTRC	10	103113820	103317078
BUB1	2	111395275	111435691
BUB1B	15	40453224	40513337
BUB3	10	124913793	124924886
BUD13	11	116618886	116643704
BUD31	7	99006264	99017239
BYSL	6	41888926	41900784
BZRAP1	17	56378592	56406152
BZW1	2	201675317	201688569
BZW2	7	16685756	16746148
C10orf10	10	45466429	45474258
C10orf105	10	73471458	73497581
C10orf11	10	77360998	78319925
C10orf128	10	50362773	50396630
C10orf2	10	102747124	102754158
C10orf54	10	73507316	73533255
C10orf76	10	103605356	103815950
C10orf88	10	124690419	124713919
C10orf95	10	104209594	104211300
C11orf1	11	111749659	111756699
C11orf21	11	2316875	2324279
C11orf24	11	68028803	68039469
C11orf30	11	76155967	76264069
C11orf31	11	57508825	57510986
C11orf42	11	6226796	6232362
C11orf45	11	128769460	128775930
C11orf49	11	46958240	47185936
C11orf54	11	93474757	93497915
C11orf57	11	111944810	111955874
C11orf58	11	16634679	16778428
C11orf63	11	122753391	122830506
C11orf65	11	108179246	108338258
C11orf68	11	65684279	65686588
C11orf71	11	114262165	114271139
C11orf73	11	86013253	86056969
C11orf74	11	36616051	36694823
C11orf80	11	66511922	66610987
C11orf84	11	63580860	63595190
C11orf94	11	45928085	45928833
C11orf95	11	63527364	63536113
C11orf96	11	43946892	43965888
C12orf10	12	53693470	53700961
C12orf29	12	88427623	88443937
C12orf4	12	4596894	4647674
C12orf42	12	103631369	103889749
C12orf43	12	121440225	121454305
C12orf45	12	105380088	105443515
C12orf49	12	117153593	117175875
C12orf57	12	7052141	7055166
C12orf60	12	14956506	15059520
C12orf65	12	123717463	123742506
C12orf66	12	64580096	64616076
C12orf73	12	104343980	104359486
C12orf75	12	105629068	105789875
C12orf76	12	110465872	110511491
C14orf1	14	76116134	76127532
C14orf119	14	23563974	23569665
C14orf132	14	96505661	96560417
C14orf142	14	93669239	93673439
C14orf159	14	91526677	91691976
C14orf166	14	52456193	52471420
C14orf169	14	73957644	73960105
C14orf2	14	104378625	104394606
C14orf28	14	45366498	45376460
C14orf37	14	58466453	58764857
C14orf79	14	105452112	105476819
C14orf80	14	105956192	105965912
C14orf93	14	23456110	23479375
C15orf39	15	75487984	75504510
C15orf40	15	83657193	83680393
C15orf41	15	36871812	37102449
C15orf48	15	45722727	45740959
C15orf52	15	40623653	40633168
C15orf57	15	40820882	40857256
C15orf61	15	67813406	67819628
C15orf62	15	41062159	41064643
C16orf13	16	684429	686358
C16orf45	16	15528152	15718885
C16orf46	16	81087102	81110872
C16orf52	16	22018959	22098855
C16orf54	16	29753784	29757327
C16orf58	16	31500792	31520630
C16orf59	16	2510081	2514964
C16orf62	16	19566562	19718115
C16orf70	16	67143861	67182442
C16orf71	16	4784273	4799397
C16orf72	16	9185505	9215497
C16orf74	16	85723690	85784735
C16orf86	16	67700719	67702661
C16orf87	16	46830519	46865323
C16orf91	16	1469745	1479345
C16orf95	16	87117168	87351022
C16orf96	16	4606491	4650715
C17orf100	17	6555059	6556617
C17orf104	17	42733762	42767676
C17orf107	17	4802713	4806227
C17orf49	17	6917814	6920844
C17orf53	17	42219274	42239844
C17orf58	17	65987217	65989765
C17orf62	17	80400465	80408705
C17orf67	17	54869274	54916134
C17orf75	17	30651584	30677042
C17orf80	17	71228372	71245091
C17orf89	17	79213039	79215081
C17orf97	17	260118	273510
C18orf21	18	33552046	33559241
C18orf25	18	43753519	43846949
C18orf32	18	47008028	47013622
C18orf54	18	51884287	51911588
C18orf8	18	21083473	21111746
C19orf12	19	30191721	30206364
C19orf18	19	58469805	58485902
C19orf24	19	1275026	1279248
C19orf25	19	1461142	1479555
C19orf35	19	2274631	2282181
C19orf38	19	10947251	10980466
C19orf43	19	12841454	12845589
C19orf44	19	16607122	16632163
C19orf47	19	40825443	40854434
C19orf48	19	51300961	51308186
C19orf52	19	11039409	11044211
C19orf53	19	13884982	13889276
C19orf54	19	41246761	41257458
C19orf57	19	13993161	14017265
C19orf60	19	18699495	18703146
C19orf66	19	10196798	10203928
C19orf68	19	48673949	48700877
C19orf70	19	5678432	5680907
C19orf71	19	3539152	3544028
C19orf73	19	49621655	49622397
C19orf84	19	51891543	51893828
C1D	2	68268262	68338080
C1GALT1	7	7196565	7288282
C1orf100	1	244515937	244552965
C1orf101	1	244617679	244804479
C1orf109	1	38147242	38157914
C1orf112	1	169631245	169823221
C1orf115	1	220863187	220872499
C1orf122	1	38272651	38275126
C1orf123	1	53679771	53686289
C1orf127	1	11006528	11042094
C1orf131	1	231359509	231376933
C1orf159	1	1017198	1051741
C1orf162	1	112016414	112021134
C1orf174	1	3805689	3816857
C1orf186	HG1293_PATCH	206098792	206166009
C1orf198	1	230972865	231005335
C1orf21	1	184356192	184598154
C1orf216	1	36179476	36185073
C1orf226	1	162336698	162356600
C1orf228	1	45140364	45191263
C1orf233	1	1533392	1535476
C1orf27	1	186344890	186390510
C1orf35	1	228288427	228293112
C1orf43	1	154179182	154193104
C1orf50	1	43232940	43263968
C1orf52	1	85715639	85725355
C1orf54	1	150240600	150253327
C1orf56	1	151020216	151024462
C1orf74	1	209955661	209957904
C1orf95	1	226736501	226796915
C1QA	1	22962999	22966101
C1QB	1	22979255	22988031
C1QBP	17	5336097	5352150
C1QC	1	22970123	22974603
C1QL3	10	16555742	16564004
C1QTNF1	17	77018896	77045870
C1QTNF3	5	34019553	34043937
C1QTNF4	11	47611216	47616211
C1QTNF6	22	37576207	37595425
C1QTNF7	4	15341442	15447790
C1R	12	7187513	7245203
C1RL	12	7242183	7261869
C1S	12	7096351	7178336
C2	6	31865562	31913449
C20orf144	20	32250090	32253425
C20orf194	20	3229951	3388272
C20orf195	20	62184373	62188061
C20orf196	20	5731039	5844558
C20orf24	20	35234137	35240960
C20orf27	20	3734155	3749034
C20orf96	20	251504	271390
C21orf140	21	35772615	35773370
C21orf2	21	45748827	45759285
C21orf33	21	45553487	45565605
C21orf58	21	47720095	47743789
C21orf59	21	33964389	33985176
C21orf62	21	34162985	34186053
C21orf91	21	19161284	19191703
C22orf15	22	24105208	24108048
C22orf23	22	38339528	38349676
C22orf29	22	19833661	19842419
C22orf39	22	19338891	19435755
C22orf42	22	32544993	32555309
C2CD2	21	43305221	43373999
C2CD2L	11	118972908	118989252
C2CD3	11	73723763	73882255
C2CD4A	15	62359176	62363116
C2CD4B	15	62455734	62457482
C2CD4D	1	151810295	151813033
C2CD5	12	22601517	22697480
C2orf15	2	99757948	99767950
C2orf16	2	27799389	27805588
C2orf42	2	70377012	70475747
C2orf44	2	24252210	24272445
C2orf47	2	200820040	200873263
C2orf49	2	105953816	105965668
C2orf61	2	47272677	47382517
C2orf68	2	85833777	85839189
C2orf69	2	200775979	200820658
C2orf74	2	61372243	61391964
C2orf76	2	120059801	120124404
C2orf82	2	233721980	233743418
C2orf88	2	190744335	191068210
C3	19	6677715	6730573
C3AR1	12	8210898	8219067
C3orf14	3	62304648	62321888
C3orf17	3	112721287	112738708
C3orf18	3	50595462	50608458
C3orf20	3	14716606	14814541
C3orf22	3	126245842	126277808
C3orf33	3	155480401	155524140
C3orf35	3	37427760	37476988
C3orf38	3	88198893	88217879
C3orf49	3	63805038	63834312
C3orf52	3	111805182	111849851
C3orf58	3	143690640	143767561
C3orf62	3	49306035	49315342
C3orf67	3	58703092	59035810
C3orf70	3	184795838	184870802
C3orf80	3	159943423	159945999
C4A	6	31949801	31970458
C4B	6	31982539	32003195
C4B_2	HSCHR6_MHC_SSTO	31941653	31962310
C4orf19	4	37455563	37625117
C4orf27	4	170650616	170679104
C4orf3	4	120218207	120225600
C4orf32	4	113066553	113116412
C4orf33	4	130014472	130037795
C4orf36	4	87797358	87857354
C4orf45	4	159814286	159959912
C4orf46	4	159587831	159593407
C4orf48	4	2043689	2045697
C4orf50	4	5958845	5991545
C5	9	123714616	123812554
C5AR1	19	47793280	47825323
C5AR2	19	47835404	47846606
C5orf15	5	133291201	133304478
C5orf22	5	31532373	31555165
C5orf24	5	134181370	134195427
C5orf28	5	43444354	43483995
C5orf30	5	102594403	102614361
C5orf34	5	43486803	43515247
C5orf42	5	37106330	37249530
C5orf45	5	179261436	179289173
C5orf51	5	41904290	41921738
C5orf58	5	169659451	169679579
C5orf63	5	126378250	126409184
C6orf1	6	34214157	34217247
C6orf106	6	34555065	34664636
C6orf120	6	170102233	170106401
C6orf136	6	30614816	30620987
C6orf163	6	88054567	88075181
C6orf201	6	4079440	4131185
C6orf203	6	107349407	107372546
C6orf223	6	43968317	43973695
C6orf226	6	42858005	42858554
C6orf25	6	31686371	31694491
C6orf47	6	31626075	31628549
C6orf52	6	10671651	10695030
C6orf62	6	24705089	24721064
C6orf89	6	36839646	36896740
C7orf25	7	42948325	42951904
C7orf26	7	6629648	6648357
C7orf31	7	25174316	25219975
C7orf43	7	99752043	99756338
C7orf49	7	134777115	134855547
C7orf50	7	1036622	1177896
C7orf55	7	139024203	139031065
C7orf60	7	112459202	112579971
C7orf73	7	135347244	135378166
C8orf33	8	146277764	146281416
C8orf37	8	96257147	96281429
C8orf46	8	67372238	67430759
C8orf58	8	22457114	22461663
C8orf59	8	86126311	86132650
C8orf76	8	124232196	124253638
C8orf82	8	145751117	145754516
C8orf88	8	91970865	91997485
C9orf114	9	131581930	131592100
C9orf131	9	35041092	35045988
C9orf142	9	139886870	139888436
C9orf152	9	112952328	112970469
C9orf16	9	130922539	130926207
C9orf172	9	139738867	139741797
C9orf3	9	97488983	97849441
C9orf40	9	77561497	77567802
C9orf43	9	116172334	116191964
C9orf47	9	91605778	91611055
C9orf64	9	86553226	86571901
C9orf69	9	139006427	139010731
C9orf72	9	27546544	27573864
C9orf78	9	132589569	132598142
C9orf84	9	114448453	114557288
C9orf85	9	74526426	74600970
C9orf9	9	135753414	135765588
C9orf91	9	117373486	117408702
CA11	19	49141199	49149569
CA12	15	63613577	63674360
CA13	8	86132816	86196302
CA14	1	150229554	150237478
CA2	8	86376081	86393722
CA8	8	61099906	61193971
CAAP1	9	26840683	26892802
CAB39	2	231577560	231685790
CAB39L	13	49882786	50018262
CABIN1	22	24407642	24574596
CABLES1	18	20714528	20840431
CABLES2	20	60963688	60982341
CABP4	11	67219877	67226699
CABP7	22	30116073	30127828
CABYR	18	21718942	21741567
CACFD1	9	136325089	136335970
CACHD1	1	64936428	65158741
CACNA1A	19	13317256	13734804
CACNA1C	12	2079952	2802108
CACNA1D	3	53528683	53847760
CACNA1E	1	181382238	181777219
CACNA1G	17	48638429	48704835
CACNA1H	16	1203241	1271771
CACNA1I	22	39966758	40085742
CACNA2D2	3	50400233	50541675
CACNA2D3	3	54156574	55108584
CACNA2D4	12	1901123	2028002
CACNB1	17	37329709	37353956
CACNB2	10	18429606	18830798
CACNB3	12	49207577	49222724
CACNB4	2	152689290	152955593
CACTIN	19	3610639	3626813
CACUL1	10	120433679	120514761
CACYBP	1	174968300	174980851
CAD	2	27440258	27466811
CADM1	11	115039938	115375675
CADM4	19	44126520	44143991
CAGE1	6	7326889	7389976
CALB1	8	91070836	91107703
CALCOCO1	12	54104903	54121529
CALCOCO2	17	46908350	46943884
CALCRL	2	188207856	188313187
CALD1	7	134429003	134655479
CALHM1	10	105213144	105218645
CALHM2	10	105206543	105212660
CALM1	14	90862846	90874605
CALM2	2	47387221	47403740
CALM3	19	47104331	47114050
CALML4	15	68483043	68498417
CALN1	7	71244476	71912136
CALR	19	13049392	13055303
CALU	7	128379346	128411861
CAMK1	3	9799026	9811676
CAMK1D	10	12391481	12877545
CAMK1G	1	209757062	209787283
CAMK2A	5	149599054	149669854
CAMK2D	4	114372188	114683083
CAMK2G	10	75572259	75634343
CAMK2N1	1	20808884	20812713
CAMK4	5	110559351	110830584
CAMKK1	17	3763609	3798185
CAMKK2	12	121675497	121736111
CAMKMT	2	44589089	44999731
CAMLG	5	134074191	134087847
CAMSAP1	9	138700333	138799074
CAMSAP2	1	200708686	200829832
CAMTA1	1	6845384	7829766
CAMTA2	17	4871287	4890960
CAND1	12	67663061	67713731
CAND2	3	12837971	12913415
CANT1	17	76987799	77005949
CANX	5	179105629	179157926
